ip_location,content,contained_keywords,has_keyword,negative_sentiment_score
,近日，“东湾小区业主殴打江苏医疗队队员”的视频受网民关注，经警方初步调查，系居民与楼组长发生纠纷，身穿“大白”防护服的居委干部上前调解时被误撞倒地，此时正在封闭小区内为居民做核酸检测的江苏医务人员上前救助，并非网传江苏医务人员被打。目前，涉事人员身体均无碍，案件正在进一步调查中。 ,['江苏'],True,0.4003759026527405
发布于 北京,怎么用一支视频讲述个朝代的时尚故事？ @柒牌官方微博 将七个朝代的故事画卷依次展开，从秦时远征到汉代白玉，历史的悠悠长河中凝练的传统美学灵魂，在古乐器营造的澎湃氛围中展开，全方位呈现国色美学。#爱国潮穿国色# http://t.cn/A6NcYckE ,[],False,0.06929820775985718
,"有默默无闻人，做惊天动地事。#长空之王致敬版海报#
平凡铸就伟大，渺小成就奇迹，热烈庆祝新中国航空工业成立72周年，致敬每一个不惧挑战、努力奋斗的航空人！#长空之王#4月28日，大银幕见！ ",[],False,0.2370852828025818
,【系居民间纠纷误撞倒居委干部】[话筒]据警民直通车上海：网民关注“东湾小区业主殴打江苏医疗队队员”的视频，经警方初步调查，系居民与楼组长发生纠纷，身穿“大白”防护服的居委干部上前调解时被误撞倒地，此时正在封闭小区内为居民做核酸检测的江苏医务人员上前救助，并非网传江苏医务人员被打。目前，涉事人员身体均无碍，案件正在进一步调查中。 #上海疫情# 总感觉上海公共资源用于辟谣偏多了些[喵喵],"['江苏', '上海']",True,0.3412371873855591
发布于 浙江,"🌈杭州的虞美人开啦！美得不像话~
面对照片词穷了好久
不知该如何向你描述它的美~
#春游季##杭州旅行##春日乐趣大会# 
.
🚗从上海搬来杭州快2年了，作为一名旅行博主总是在路上，走遍外面世界的山川湖海，却忘了欣赏眼前的美好。
.
🏠朋友说，你在杭州是不是都没出门过，我想了想，似乎真的是~她说，径山公园的虞美人开了，要不一起去看看~那咱就说走就走。
.
🌸等到了实地才发现，径山公园的这一大片虞美人真的太美了！我知识库中的词汇都不足以形容它的美~它如莫奈花园般美丽，走在其中仿佛走进了油画中。
.
❤而且令人比较欣喜的是，虞美人在花园的位置算是比较近的，比去其他地方拍鲜花要方便许多。花田间有很多小道可以走在上面~蹲在或者站在小道上，就能拍出美美的大片啦！公园里人比较多，找找机位就行~
.
PS
1⃣️千万不要去踩花花，这么漂亮的花怎么忍心踩踏或采摘！看到花田一些被糟蹋的花真的心疼！
2⃣️花丛里蚊虫蜜蜂比较多，记得去前涂点花露水。
3⃣️最佳拍摄时间是在傍晚时候，我们拍的时候在大中午，光比还是比较大的。 ","['杭州', '上海']",True,0.05658608675003052
,关键时期需要大家齐心协力共抗疫，请别再乱造谣了。造谣的人居心何在啊？[疑问][疑问][疑问] ,[],False,0.3406011462211609
,【网传上海一小区业主殴打江苏医疗队队员，官方紧急辟谣：谣言！】4月9日，上海。一段“东湾小区业主殴打江苏医疗队队员”的视频在网络热传，视频中一位身穿防护服的人从楼梯倒栽，身后三男一女还在大声争吵着。穿着防护服的女子急得大喊，叫他们不要忙着吵架要先顾着伤员。几名男子依然不依不饶相互责备，女子则表示她要打110报警求助。此时一名医护人员走过，背后显示“江苏省援沪医疗队”。当日上海市公安局紧急通报此事，称当时系居民与楼长发生纠纷，居委会干部上前调解被误撞倒地，江苏医护人员是上前实施救助的，目前涉事人员身体均无大碍，案件还在进一步调查中。#蓝v视界#  http://t.cn/A66Rs751,"['江苏', '上海']",True,0.3592199683189392
,我真希望都是假的[doge] ,[],False,0.04510277509689331
,【#上海警方辟谣业主殴打江苏医疗队队员#：系居民间纠纷误撞倒居委干部】 据警民直通车上海：网民关注“东湾小区业主殴打江苏医疗队队员”的视频，经警方初步调查，系居民与楼组长发生纠纷，身穿“大白”防护服的居委干部上前调解时被误撞倒地，此时正在封闭小区内为居民做核酸检测的江苏医务人员上前救助，并非网传江苏医务人员被打。目前，涉事人员身体均无碍，案件正在进一步调查中。（中国新闻网）,"['江苏', '上海']",True,0.37708616256713867
,  ,[],False,0.05462068319320679
,"专业辟谣哪家强？！
魔都那些事儿[二哈] ",[],False,0.3237725496292114
,#警情通报#【#上海警方辟谣业主殴打江苏医疗队队员#：系居民间纠纷误撞倒居委干部】 据警民直通车上海：网民关注“东湾小区业主殴打江苏医疗队队员”的视频，经警方初步调查，系居民与楼组长发生纠纷，身穿“大白”防护服的居委干部上前调解时被误撞倒地，此时正在封闭小区内为居民做核酸检测的江苏医务人员上前救助，并非网传江苏医务人员被打。目前，涉事人员身体均无碍，案件正在进一步调查中。http://t.cn/A66RmPNI来源@正义网,"['江苏', '上海']",True,0.36195725202560425
