ip_location,content,contained_keywords,has_keyword,negative_sentiment_score
发布于 浙江,只能说说唱演出的门槛越来越低了，乌烟瘴气的饭圈厂牌，连代表作都唱不好。努力或许不会让别人认可，但却能让自己自豪。 http://t.cn/A6NV7flj ,[],False,0.17782258987426758
发布于 浙江,"4月日常分享🌿天气好好 呀～
       🧚‍♀️试了条仙女裙 好看
       ☁️天气好好呀
       🍪红丝绒好评
       🍑桃子冰美式好喝
       🍞肉桂卷赞
      🥣买了好看的碗餐具准备送大家
      🥥天气一热就想喝椰子！！
      🏀🏀🏀 ",[],False,0.011968135833740234
,【】4月5日，湖北十堰。一位男子来诊所推销产品结果不如意，走出诊所后，该男子疑因不满结果，就把怨气发泄到一只怀孕母猫身上。一脚将蹲在鱼缸上戏弄鱼的猫咪踹下水。网友表示：就这心态卖不出去是有原因的。#蓝V视界#   http://t.cn/A66HvW4Q ,"['十堰', '湖北']",True,0.41553014516830444
发布于 广东,在长沙每次打开外卖都会惊呼，太香了，太合我胃口了（大睿睿吃沙拉 ,['长沙'],True,0.008849501609802246
,【#男子推销未果将诊所的猫踢进了水缸#[费解]】4月5日，湖北十堰。张女士发视频称，她工作所在诊所养的猫，被一名前来推销产品的男子踢进水缸。张女士表示，男子当时推销产品未成，走时就把猫踢进了水缸里。张女士称，猫还怀孕了，现在有些应激反应，她特别气愤，准备带猫去做一下检查。@西部决策 http://t.cn/A66TlLLC,"['十堰', '湖北']",True,0.37800848484039307
发布于 湖南,"感谢微博超级红人节！
长沙真的好玩，下次还会再来。

#超级红人节##超级红人节长沙##人气大咖趴# ",['长沙'],True,0.011589527130126953
发布于 浙江,"全体起立！我们尾号6208！上星首秀！
感谢东方卫视！感谢极限挑战！感谢节目组！
#H-严浩翔[音乐]# #极限挑战# 
http://t.cn/A6NVhpkr ",['东方'],True,0.05263864994049072
发布于 北京,"【#律师解读杂技女演员坠亡事件#】#律师称女演员坠亡公司要担主责或全职# 4月15日，安徽宿州。一名女杂技演员在蒿沟镇表演时从高空坠落。16日，九派新闻联系上蒿沟镇派出所，工作人员称事件调查中，相关方正在与其家属协商赔偿方案。

据报道，演艺公司一位王姓负责人告诉记者，演员表演经验丰富，但事发前二人正在闹脾气。针对此事，北京盈科(合肥)律师事务所毛成战律师认为，首先要看女演员与演艺公司之间的关系，如果双方是劳动关系，即用人单位对劳动者具有用工管理权，双方之间形成人身及经济上的从属关系。女演员家属可以向人力资源和社会保障局申请工伤认定，相关赔偿由工伤保险予以赔付，演艺公司未缴纳工伤保险的，相关赔偿由演艺公司承担。

如果双方是劳务关系，即双方是平等的民事权利义务关系，劳动者提供劳务服务，用人单位支付劳务报酬，彼此之间只体现财产关系，不存在行政隶属关系。具有“临时性、短期性、一次性”等特点。此时女演员属于提供劳务者，在提供劳务过程中遭受损害，根据《民法典》1192条规定，提供劳务一方因劳务受到损害的，根据双方各自的过错承担相应的责任。

本案女演员坠亡事故发生的原因还有待调查，但是根据目击者称现场没有急救人员，也没有应急措施，说明演艺公司没有尽到安全防护义务，可以大致判断演艺公司至少要承担主要甚至全部的责任。（九派新闻）#坠亡女演员丈夫否认吵架不系安全扣#

你觉得责任在谁？ http://t.cn/A6NVhvhb","['宿州', '合肥', '安徽', '北京']",True,NA
,【 ，员工：猫怀孕了，有应激反应】4月5日，湖北十堰。张女士发视频称，她工作所在诊所养的猫，被一名前来推销产品的男子踢进水缸。张女士表示，男子当时推销产品未成，走时就把猫踢进了水缸里。张女士称，猫还怀孕了，现在有些应激反应，她特别气愤，准备带猫去做一下检查。http://t.cn/A66TlLLC,"['十堰', '湖北']",True,0.49055159091949463
,"
好贱[怒] ",[],False,0.15091878175735474
,【 ，员工：猫怀孕了，有应激反应】4月5日，湖北十堰。张女士发视频称，她工作所在诊所养的猫，被一名前来推销产品的男子踢进水缸。张女士表示，男子当时推销产品未成，走时就把猫踢进了水缸里。张女士称，猫还怀孕了，现在有些应激反应，她特别气愤，准备带猫去做一下检查。http://t.cn/A66TlLLC,"['十堰', '湖北']",True,0.49055159091949463
,真是辣鸡🙈🙈 ,[],False,0.061454176902770996
,【 ，员工：猫怀孕了，有应激反应】4月5日，湖北十堰。张女士发视频称，她工作所在诊所养的猫，被一名前来推销产品的男子踢进水缸。张女士表示，男子当时推销产品未成，走时就把猫踢进了水缸里。张女士称，猫还怀孕了，现在有些应激反应，她特别气愤，准备带猫去做一下检查。@西部决策 http://t.cn/A66TlLLC,"['十堰', '湖北']",True,0.4219551086425781
,【 ，员工：猫怀孕了，有应激反应】4月5日，湖北十堰。张女士发视频称，她工作所在诊所养的猫，被一名前来推销产品的男子踢进水缸。张女士表示，男子当时推销产品未成，走时就把猫踢进了水缸里。张女士称，猫还怀孕了，现在有些应激反应，她特别气愤，准备带猫去做一下检查。@西部决策 http://t.cn/A66TlLLC,"['十堰', '湖北']",True,0.4219551086425781
,【#男子推销未果一脚将孕猫踢进水缸#】据@西部决策 报道：4月5日，湖北十堰。张女士发视频称，她工作所在诊所养的猫，被一名前来推销产品的男子踢进水缸。张女士表示，男子当时推销产品未成，走时就把猫踢进了水缸里。张女士称，猫还怀孕了，现在有些应激反应，她特别气愤，准备带猫去做一下检查。http://t.cn/A66TlLLC,"['十堰', '湖北']",True,0.4400981068611145
,"

什么人都有，如何能让这种人死绝？真是受不了了，这个社会上就是因为这种败类，人间畜牲，虐待动物的能不能抓起来，我能不能也把你一脚踢进水缸？

我真是养了小猫小狗以后见不得这种孽种，动物保护协会在不在啊，虐待动物能不能也算罪啊？人不过就是高级动物而已，高级动物就有权欺负弱小？更何况这是家养的猫咪。",[],False,0.1975535750389099
,【 ，员工：猫怀孕了，有应激反应】4月5日，湖北十堰。张女士发视频称，她工作所在诊所养的猫，被一名前来推销产品的男子踢进水缸。张女士表示，男子当时推销产品未成，走时就把猫踢进了水缸里。张女士称，猫还怀孕了，现在有些应激反应，她特别气愤，准备带猫去做一下检查。@西部决策  http://t.cn/A66TlLLC,"['十堰', '湖北']",True,0.4219551086425781
,【 ，员工：猫怀孕了，有应激反应】4月5日，湖北十堰。张女士发视频称，她工作所在诊所养的猫，被一名前来推销产品的男子踢进水缸。张女士表示，男子当时推销产品未成，走时就把猫踢进了水缸里。张女士称，猫还怀孕了，现在有些应激反应，她特别气愤，准备带猫去做一下检查。@西部决策 http://t.cn/A66TlLLC,"['十堰', '湖北']",True,0.4219551086425781
,"
把自己的愤怒发泄到小猫身上，有够剑的[吐][吐] ",[],False,0.11951357126235962
,什么剑b男的[太开心] ,[],False,0.4600068926811218
,有的人不配做人 ,[],False,0.4589659571647644
,人渣啊，气死了 ,[],False,0.025880038738250732
,这次踢猫下次踢人，反社会人格的人从事销售行业，受挫后极端报复，谁敢买他的东西？！！ ,[],False,0.02404606342315674
,"
迁怒这种行为真的很逊😅 ",[],False,0.46587079763412476
,【 ，员工：猫怀孕了，有应激反应】4月5日，湖北十堰。张女士发视频称，她工作所在诊所养的猫，被一名前来推销产品的男子踢进水缸。张女士表示，男子当时推销产品未成，走时就把猫踢进了水缸里。张女士称，猫还怀孕了，现在有些应激反应，她特别气愤，准备带猫去做一下检查。http://t.cn/A66TlLLC,"['十堰', '湖北']",True,0.49055159091949463
,【 ，员工：猫怀孕了，有应激反应】4月5日，湖北十堰。张女士发视频称，她工作所在诊所养的猫，被一名前来推销产品的男子踢进水缸。张女士表示，男子当时推销产品未成，走时就把猫踢进了水缸里。张女士称，猫还怀孕了，现在有些应激反应，她特别气愤，准备带猫去做一下检查。http://t.cn/A66TlLLC,"['十堰', '湖北']",True,0.49055159091949463
,【#男子推销未果将诊所的猫踢进了水缸#[费解]】4月5日，湖北十堰。张女士发视频称，她工作所在诊所养的猫，被一名前来推销产品的男子踢进水缸。张女士表示，男子当时推销产品未成，走时就把猫踢进了水缸里。张女士称，猫还怀孕了，现在有些应激反应，她特别气愤，准备带猫去做一下检查。@西部决策 http://t.cn/A66TlLLC,"['十堰', '湖北']",True,0.37800848484039307
,  心理肯定有问题，随意对弱小的生物下手。 ,[],False,0.2678567171096802
,"
满身戾气，这种人多了，社会不安定因素，疫情期间，更应该珍惜！ ",[],False,0.06930512189865112
,"

周易年卦预测

客户反馈  ",[],False,0.23048365116119385
,"

这不是有病么？就算你吧不接受推销的对方胖揍一顿，我也敬你是条硬汉。。。。

欺负小动物算啥？[费解][费解][费解][费解][费解][费解] ",[],False,0.1406812071800232
,【 ，员工：猫怀孕了，有应激反应】4月5日，湖北十堰。张女士发视频称，她工作所在诊所养的猫，被一名前来推销产品的男子踢进水缸。张女士表示，男子当时推销产品未成，走时就把猫踢进了水缸里。张女士称，猫还怀孕了，现在有些应激反应，她特别气愤，准备带猫去做一下检查。@西部决策 http://t.cn/A66TlLLC,"['十堰', '湖北']",True,0.4219551086425781
,【 ，员工：猫怀孕了，有应激反应】4月5日，湖北十堰。张女士发视频称，她工作所在诊所养的猫，被一名前来推销产品的男子踢进水缸。张女士表示，男子当时推销产品未成，走时就把猫踢进了水缸里。张女士称，猫还怀孕了，现在有些应激反应，她特别气愤，准备带猫去做一下检查。@西部决策http://t.cn/A66TlLLC,"['十堰', '湖北']",True,0.4219551086425781
,【 ，员工：猫怀孕了，有应激反应】4月5日，湖北十堰。张女士发视频称，她工作所在诊所养的猫，被一名前来推销产品的男子踢进水缸。张女士表示，男子当时推销产品未成，走时就把猫踢进了水缸里。张女士称，猫还怀孕了，现在有些应激反应，她特别气愤，准备带猫去做一下检查。对于这件事，你怎么看http://t.cn/A66TlLLC,"['十堰', '湖北']",True,0.46194565296173096
,【 ，员工：猫怀孕了，有应激反应】4月5日，湖北十堰。张女士发视频称，她工作所在诊所养的猫，被一名前来推销产品的男子踢进水缸。张女士表示，男子当时推销产品未成，走时就把猫踢进了水缸里。张女士称，猫还怀孕了，现在有些应激反应，她特别气愤，准备带猫去做一下检查。http://t.cn/A66TlLLC,"['十堰', '湖北']",True,0.49055159091949463
,【 ，员工：猫怀孕了，有应激反应】4月5日，湖北十堰。张女士发视频称，她工作所在诊所养的猫，被一名前来推销产品的男子踢进水缸。张女士表示，男子当时推销产品未成，走时就把猫踢进了水缸里。张女士称，猫还怀孕了，现在有些应激反应，她特别气愤，准备带猫去做一下检查。http://t.cn/A66TlLLC,"['十堰', '湖北']",True,0.49055159091949463
,【 ，员工：猫怀孕了，有应激反应】4月5日，湖北十堰。张女士发视频称，她工作所在诊所养的猫，被一名前来推销产品的男子踢进水缸。张女士表示，男子当时推销产品未成，走时就把猫踢进了水缸里。张女士称，猫还怀孕了，现在有些应激反应，她特别气愤，准备带猫去做一下检查。@西部决策 http://t.cn/A66TlLLC,"['十堰', '湖北']",True,0.4219551086425781
发布于 四川,"#狗子都要被馋哭了# 

哈哈哈哈哈哈哈快给它吃一口吧....狗子都要被馋哭了 http://t.cn/A6NVhi5b ",[],False,0.3262699246406555
发布于 广东,#在山东开车出行有多幸福# 春暖花开，随着淄博烧烤、济南超然楼、潍坊风筝节等等山东各景点的爆火，各省的人们有坐飞机、有坐高铁、甚至骑摩奔波来到山东游玩，但我觉得在山东还是要首选自驾出游，沿海的青岛、高耸的泰山、秀美的沂蒙风光...自驾在路上说走就走，并且开上全新升级HarmonyOS 3系统的AITO问界你还能体验到更多有趣的玩法！连上超级桌面再用女王化妆镜补个妆，与好友自驾出游走起！玩累了与好友用车机K歌、刷刷视频追追剧，还能呼唤小艺开启小憩模式进入深度休息，这次还升级了智慧寻车、PC与车机协同等功能，真的是直接把车变身成为百宝箱，万物皆可联，让我们在路上的时光越来越美好且丰富，试一下就知道有多过瘾了。再这么升级下去，开AITO问界开上瘾，那是早晚的事儿！AITO山东线下售车门店HarmonyOS 3体验活动已上线，快快去体验一把吧，提前为自驾出游做准备！#你没想到的鸿蒙座舱花式玩法# http://t.cn/A6NVhTDY,"['山东', '淄博', '青岛', '潍坊', '济南']",True,0.24492859840393066
发布于 湖南,听我说谢谢你们…#极限挑战# http://t.cn/A6NV73xL ,[],False,0.38966554403305054
发布于 重庆,校庆时没有拍出满意的自拍，就不上交咯，那用视频分享几则校庆趣事吧！ http://t.cn/A6NV7GvW ,[],False,0.4247397780418396
,【#男子推销未果一脚将孕猫踢进水缸#】据@西部决策 报道：4月5日，湖北十堰。张女士发视频称，她工作所在诊所养的猫，被一名前来推销产品的男子踢进水缸。张女士表示，男子当时推销产品未成，走时就把猫踢进了水缸里。张女士称，猫还怀孕了，现在有些应激反应，她特别气愤，准备带猫去做一下检查。http://t.cn/A66TlLLC,"['十堰', '湖北']",True,0.4400981068611145
